itemId,simScore,hotLevel,category,pId
item21981,1,21981,1,1 
item21982,1,21982,1,1 
item21983,1,21983,1,1 
item21984,1,21984,1,1 
item21985,1,21985,1,1 
item21986,1,21986,1,1 
item21987,1,21987,1,1 
item21988,1,21988,1,1 
item21989,1,21989,1,1 
item21990,1,21990,1,1 
item21991,1,21991,1,1 
item21992,1,21992,1,1 
item21993,1,21993,1,1 
item21994,1,21994,1,1 
item21995,1,21995,1,1 
item21996,1,21996,1,1 
item21997,1,21997,1,1 
item21998,1,21998,1,1 
item21999,1,21999,1,1 
item22000,1,22000,1,1 
item22001,1,22001,1,1 
item22002,1,22002,1,1 
item22003,1,22003,1,1 
item22004,1,22004,1,1 
item22005,1,22005,1,1 
item22006,1,22006,1,1 
item22007,1,22007,1,1 
item22008,1,22008,1,1 
item22009,1,22009,1,1 
item22010,1,22010,1,1 
item22011,1,22011,1,1 
item22012,1,22012,1,1 
item22013,1,22013,1,1 
item22014,1,22014,1,1 
item22015,1,22015,1,1 
item22016,1,22016,1,1 
item22017,1,22017,1,1 
item22018,1,22018,1,1 
item22019,1,22019,1,1 
item22020,1,22020,1,1 
item22021,1,22021,1,1 
item22022,1,22022,1,1 
item22023,1,22023,1,1 
item22024,1,22024,1,1 
item22025,1,22025,1,1 
item22026,1,22026,1,1 
item22027,1,22027,1,1 
item22028,1,22028,1,1 
item22029,1,22029,1,1 
item22030,1,22030,1,1 
item22031,1,22031,1,1 
item22032,1,22032,1,1 
item22033,1,22033,1,1 
item22034,1,22034,1,1 
item22035,1,22035,1,1 
item22036,1,22036,1,1 
item22037,1,22037,1,1 
item22038,1,22038,1,1 
item22039,1,22039,1,1 
item22040,1,22040,1,1 
item22041,1,22041,1,1 
item22042,1,22042,1,1 
item22043,1,22043,1,1 
item22044,1,22044,1,1 
item22045,1,22045,1,1 
item22046,1,22046,1,1 
item22047,1,22047,1,1 
item22048,1,22048,1,1 
item22049,1,22049,1,1 
item22050,1,22050,1,1 
item22051,1,22051,1,1 
item22052,1,22052,1,1 
item22053,1,22053,1,1 
item22054,1,22054,1,1 
item22055,1,22055,1,1 
item22056,1,22056,1,1 
item22057,1,22057,1,1 
item22058,1,22058,1,1 
item22059,1,22059,1,1 
item22060,1,22060,1,1 
item22061,1,22061,1,1 
item22062,1,22062,1,1 
item22063,1,22063,1,1 
item22064,1,22064,1,1 
item22065,1,22065,1,1 
item22066,1,22066,1,1 
item22067,1,22067,1,1 
item22068,1,22068,1,1 
item22069,1,22069,1,1 
item22070,1,22070,1,1 
item22071,1,22071,1,1 
item22072,1,22072,1,1 
item22073,1,22073,1,1 
item22074,1,22074,1,1 
item22075,1,22075,1,1 
item22076,1,22076,1,1 
item22077,1,22077,1,1 
item22078,1,22078,1,1 
item22079,1,22079,1,1 
item22080,1,22080,1,1 
item22081,1,22081,1,1 
item22082,1,22082,1,1 
item22083,1,22083,1,1 
item22084,1,22084,1,1 
item22085,1,22085,1,1 
item22086,1,22086,1,1 
item22087,1,22087,1,1 
item22088,1,22088,1,1 
item22089,1,22089,1,1 
item22090,1,22090,1,1 
item22091,1,22091,1,1 
item22092,1,22092,1,1 
item22093,1,22093,1,1 
item22094,1,22094,1,1 
item22095,1,22095,1,1 
item22096,1,22096,1,1 
item22097,1,22097,1,1 
item22098,1,22098,1,1 
item22099,1,22099,1,1 
item22100,1,22100,1,1 
item22101,1,22101,1,1 
item22102,1,22102,1,1 
item22103,1,22103,1,1 
item22104,1,22104,1,1 
item22105,1,22105,1,1 
item22106,1,22106,1,1 
item22107,1,22107,1,1 
item22108,1,22108,1,1 
item22109,1,22109,1,1 
item22110,1,22110,1,1 
item22111,1,22111,1,1 
item22112,1,22112,1,1 
item22113,1,22113,1,1 
item22114,1,22114,1,1 
item22115,1,22115,1,1 
item22116,1,22116,1,1 
item22117,1,22117,1,1 
item22118,1,22118,1,1 
item22119,1,22119,1,1 
item22120,1,22120,1,1 
item22121,1,22121,1,1 
item22122,1,22122,1,1 
item22123,1,22123,1,1 
item22124,1,22124,1,1 
item22125,1,22125,1,1 
item22126,1,22126,1,1 
item22127,1,22127,1,1 
item22128,1,22128,1,1 
item22129,1,22129,1,1 
item22130,1,22130,1,1 
item22131,1,22131,1,1 
item22132,1,22132,1,1 
item22133,1,22133,1,1 
item22134,1,22134,1,1 
item22135,1,22135,1,1 
item22136,1,22136,1,1 
item22137,1,22137,1,1 
item22138,1,22138,1,1 
item22139,1,22139,1,1 
item22140,1,22140,1,1 
item22141,1,22141,1,1 
item22142,1,22142,1,1 
item22143,1,22143,1,1 
item22144,1,22144,1,1 
item22145,1,22145,1,1 
item22146,1,22146,1,1 
item22147,1,22147,1,1 
item22148,1,22148,1,1 
item22149,1,22149,1,1 
item22150,1,22150,1,1 
item22151,1,22151,1,1 
item22152,1,22152,1,1 
item22153,1,22153,1,1 
item22154,1,22154,1,1 
item22155,1,22155,1,1 
item22156,1,22156,1,1 
item22157,1,22157,1,1 
item22158,1,22158,1,1 
item22159,1,22159,1,1 
item22160,1,22160,1,1 
item22161,1,22161,1,1 
item22162,1,22162,1,1 
item22163,1,22163,1,1 
item22164,1,22164,1,1 
item22165,1,22165,1,1 
item22166,1,22166,1,1 
item22167,1,22167,1,1 
item22168,1,22168,1,1 
item22169,1,22169,1,1 
item22170,1,22170,1,1 
item22171,1,22171,1,1 
item22172,1,22172,1,1 
item22173,1,22173,1,1 
item22174,1,22174,1,1 
item22175,1,22175,1,1 
item22176,1,22176,1,1 
item22177,1,22177,1,1 
item22178,1,22178,1,1 
item22179,1,22179,1,1 
item22180,1,22180,1,1 
item22181,1,22181,1,1 
item22182,1,22182,1,1 
item22183,1,22183,1,1 
item22184,1,22184,1,1 
item22185,1,22185,1,1 
item22186,1,22186,1,1 
item22187,1,22187,1,1 
item22188,1,22188,1,1 
item22189,1,22189,1,1 
item22190,1,22190,1,1 
item22191,1,22191,1,1 
item22192,1,22192,1,1 
item22193,1,22193,1,1 
item22194,1,22194,1,1 
item22195,1,22195,1,1 
item22196,1,22196,1,1 
item22197,1,22197,1,1 
item22198,1,22198,1,1 
item22199,1,22199,1,1 
item22200,1,22200,1,1 
item22201,1,22201,1,1 
item22202,1,22202,1,1 
item22203,1,22203,1,1 
item22204,1,22204,1,1 
item22205,1,22205,1,1 
item22206,1,22206,1,1 
item22207,1,22207,1,1 
item22208,1,22208,1,1 
item22209,1,22209,1,1 
item22210,1,22210,1,1 
item22211,1,22211,1,1 
item22212,1,22212,1,1 
item22213,1,22213,1,1 
item22214,1,22214,1,1 
item22215,1,22215,1,1 
item22216,1,22216,1,1 
item22217,1,22217,1,1 
item22218,1,22218,1,1 
item22219,1,22219,1,1 
item22220,1,22220,1,1 
item22221,1,22221,1,1 
item22222,1,22222,1,1 
item22223,1,22223,1,1 
item22224,1,22224,1,1 
item22225,1,22225,1,1 
item22226,1,22226,1,1 
item22227,1,22227,1,1 
item22228,1,22228,1,1 
item22229,1,22229,1,1 
item22230,1,22230,1,1 
item22231,1,22231,1,1 
item22232,1,22232,1,1 
item22233,1,22233,1,1 
item22234,1,22234,1,1 
item22235,1,22235,1,1 
item22236,1,22236,1,1 
item22237,1,22237,1,1 
item22238,1,22238,1,1 
item22239,1,22239,1,1 
item22240,1,22240,1,1 
item22241,1,22241,1,1 
item22242,1,22242,1,1 
item22243,1,22243,1,1 
item22244,1,22244,1,1 
item22245,1,22245,1,1 
item22246,1,22246,1,1 
item22247,1,22247,1,1 
item22248,1,22248,1,1 
item22249,1,22249,1,1 
item22250,1,22250,1,1 
item22251,1,22251,1,1 
item22252,1,22252,1,1 
item22253,1,22253,1,1 
item22254,1,22254,1,1 
item22255,1,22255,1,1 
item22256,1,22256,1,1 
item22257,1,22257,1,1 
item22258,1,22258,1,1 
item22259,1,22259,1,1 
item22260,1,22260,1,1 
item22261,1,22261,1,1 
item22262,1,22262,1,1 
item22263,1,22263,1,1 
item22264,1,22264,1,1 
item22265,1,22265,1,1 
item22266,1,22266,1,1 
item22267,1,22267,1,1 
item22268,1,22268,1,1 
item22269,1,22269,1,1 
item22270,1,22270,1,1 
item22271,1,22271,1,1 
item22272,1,22272,1,1 
item22273,1,22273,1,1 
item22274,1,22274,1,1 
item22275,1,22275,1,1 
item22276,1,22276,1,1 
item22277,1,22277,1,1 
item22278,1,22278,1,1 
item22279,1,22279,1,1 
item22280,1,22280,1,1 
item22281,1,22281,1,1 
item22282,1,22282,1,1 
item22283,1,22283,1,1 
item22284,1,22284,1,1 
item22285,1,22285,1,1 
item22286,1,22286,1,1 
item22287,1,22287,1,1 
item22288,1,22288,1,1 
item22289,1,22289,1,1 
item22290,1,22290,1,1 
item22291,1,22291,1,1 
item22292,1,22292,1,1 
item22293,1,22293,1,1 
item22294,1,22294,1,1 
item22295,1,22295,1,1 
item22296,1,22296,1,1 
item22297,1,22297,1,1 
item22298,1,22298,1,1 
item22299,1,22299,1,1 
item22300,1,22300,1,1 
item22301,1,22301,1,1 
item22302,1,22302,1,1 
item22303,1,22303,1,1 
item22304,1,22304,1,1 
item22305,1,22305,1,1 
item22306,1,22306,1,1 
item22307,1,22307,1,1 
item22308,1,22308,1,1 
item22309,1,22309,1,1 
item22310,1,22310,1,1 
item22311,1,22311,1,1 
item22312,1,22312,1,1 
item22313,1,22313,1,1 
item22314,1,22314,1,1 
item22315,1,22315,1,1 
item22316,1,22316,1,1 
item22317,1,22317,1,1 
item22318,1,22318,1,1 
item22319,1,22319,1,1 
item22320,1,22320,1,1 
item22321,1,22321,1,1 
item22322,1,22322,1,1 
item22323,1,22323,1,1 
item22324,1,22324,1,1 
item22325,1,22325,1,1 
item22326,1,22326,1,1 
item22327,1,22327,1,1 
item22328,1,22328,1,1 
item22329,1,22329,1,1 
item22330,1,22330,1,1 
item22331,1,22331,1,1 
item22332,1,22332,1,1 
item22333,1,22333,1,1 
item22334,1,22334,1,1 
item22335,1,22335,1,1 
item22336,1,22336,1,1 
item22337,1,22337,1,1 
item22338,1,22338,1,1 
item22339,1,22339,1,1 
item22340,1,22340,1,1 
item22341,1,22341,1,1 
item22342,1,22342,1,1 
item22343,1,22343,1,1 
item22344,1,22344,1,1 
item22345,1,22345,1,1 
item22346,1,22346,1,1 
item22347,1,22347,1,1 
item22348,1,22348,1,1 
item22349,1,22349,1,1 
item22350,1,22350,1,1 
item22351,1,22351,1,1 
item22352,1,22352,1,1 
item22353,1,22353,1,1 
item22354,1,22354,1,1 
item22355,1,22355,1,1 
item22356,1,22356,1,1 
item22357,1,22357,1,1 
item22358,1,22358,1,1 
item22359,1,22359,1,1 
item22360,1,22360,1,1 
item22361,1,22361,1,1 
item22362,1,22362,1,1 
item22363,1,22363,1,1 
item22364,1,22364,1,1 
item22365,1,22365,1,1 
item22366,1,22366,1,1 
item22367,1,22367,1,1 
item22368,1,22368,1,1 
item22369,1,22369,1,1 
item22370,1,22370,1,1 
item22371,1,22371,1,1 
item22372,1,22372,1,1 
item22373,1,22373,1,1 
item22374,1,22374,1,1 
item22375,1,22375,1,1 
item22376,1,22376,1,1 
item22377,1,22377,1,1 
item22378,1,22378,1,1 
item22379,1,22379,1,1 
item22380,1,22380,1,1 
item22381,1,22381,1,1 
item22382,1,22382,1,1 
item22383,1,22383,1,1 
item22384,1,22384,1,1 
item22385,1,22385,1,1 
item22386,1,22386,1,1 
item22387,1,22387,1,1 
item22388,1,22388,1,1 
item22389,1,22389,1,1 
item22390,1,22390,1,1 
item22391,1,22391,1,1 
item22392,1,22392,1,1 
item22393,1,22393,1,1 
item22394,1,22394,1,1 
item22395,1,22395,1,1 
item22396,1,22396,1,1 
item22397,1,22397,1,1 
item22398,1,22398,1,1 
item22399,1,22399,1,1 
item22400,1,22400,1,1 
item22401,1,22401,1,1 
item22402,1,22402,1,1 
item22403,1,22403,1,1 
item22404,1,22404,1,1 
item22405,1,22405,1,1 
item22406,1,22406,1,1 
item22407,1,22407,1,1 
item22408,1,22408,1,1 
item22409,1,22409,1,1 
item22410,1,22410,1,1 
item22411,1,22411,1,1 
item22412,1,22412,1,1 
item22413,1,22413,1,1 
item22414,1,22414,1,1 
item22415,1,22415,1,1 
item22416,1,22416,1,1 
item22417,1,22417,1,1 
item22418,1,22418,1,1 
item22419,1,22419,1,1 
item22420,1,22420,1,1 
item22421,1,22421,1,1 
item22422,1,22422,1,1 
item22423,1,22423,1,1 
item22424,1,22424,1,1 
item22425,1,22425,1,1 
item22426,1,22426,1,1 
item22427,1,22427,1,1 
item22428,1,22428,1,1 
item22429,1,22429,1,1 
item22430,1,22430,1,1 
item22431,1,22431,1,1 
item22432,1,22432,1,1 
item22433,1,22433,1,1 
item22434,1,22434,1,1 
item22435,1,22435,1,1 
item22436,1,22436,1,1 
item22437,1,22437,1,1 
item22438,1,22438,1,1 
item22439,1,22439,1,1 
item22440,1,22440,1,1 
item22441,1,22441,1,1 
item22442,1,22442,1,1 
item22443,1,22443,1,1 
item22444,1,22444,1,1 
item22445,1,22445,1,1 
item22446,1,22446,1,1 
item22447,1,22447,1,1 
item22448,1,22448,1,1 
item22449,1,22449,1,1 
item22450,1,22450,1,1 
item22451,1,22451,1,1 
item22452,1,22452,1,1 
item22453,1,22453,1,1 
item22454,1,22454,1,1 
item22455,1,22455,1,1 
item22456,1,22456,1,1 
item22457,1,22457,1,1 
item22458,1,22458,1,1 
item22459,1,22459,1,1 
item22460,1,22460,1,1 
item22461,1,22461,1,1 
item22462,1,22462,1,1 
item22463,1,22463,1,1 
item22464,1,22464,1,1 
item22465,1,22465,1,1 
item22466,1,22466,1,1 
item22467,1,22467,1,1 
item22468,1,22468,1,1 
item22469,1,22469,1,1 
item22470,1,22470,1,1 
item22471,1,22471,1,1 
item22472,1,22472,1,1 
item22473,1,22473,1,1 
item22474,1,22474,1,1 
item22475,1,22475,1,1 
item22476,1,22476,1,1 
item22477,1,22477,1,1 
item22478,1,22478,1,1 
item22479,1,22479,1,1 
item22480,1,22480,1,1 
item22481,1,22481,1,1 
item22482,1,22482,1,1 
item22483,1,22483,1,1 
item22484,1,22484,1,1 
item22485,1,22485,1,1 
item22486,1,22486,1,1 
item22487,1,22487,1,1 
item22488,1,22488,1,1 
item22489,1,22489,1,1 
item22490,1,22490,1,1 
item22491,1,22491,1,1 
item22492,1,22492,1,1 
item22493,1,22493,1,1 
item22494,1,22494,1,1 
item22495,1,22495,1,1 
item22496,1,22496,1,1 
item22497,1,22497,1,1 
item22498,1,22498,1,1 
item22499,1,22499,1,1 
item22500,1,22500,1,1 
item22501,1,22501,1,1 
item22502,1,22502,1,1 
item22503,1,22503,1,1 
item22504,1,22504,1,1 
item22505,1,22505,1,1 
item22506,1,22506,1,1 
item22507,1,22507,1,1 
item22508,1,22508,1,1 
item22509,1,22509,1,1 
item22510,1,22510,1,1 
item22511,1,22511,1,1 
item22512,1,22512,1,1 
item22513,1,22513,1,1 
item22514,1,22514,1,1 
item22515,1,22515,1,1 
item22516,1,22516,1,1 
item22517,1,22517,1,1 
item22518,1,22518,1,1 
item22519,1,22519,1,1 
item22520,1,22520,1,1 
item22521,1,22521,1,1 
item22522,1,22522,1,1 
item22523,1,22523,1,1 
item22524,1,22524,1,1 
item22525,1,22525,1,1 
item22526,1,22526,1,1 
item22527,1,22527,1,1 
item22528,1,22528,1,1 
item22529,1,22529,1,1 
item22530,1,22530,1,1 
item22531,1,22531,1,1 
item22532,1,22532,1,1 
item22533,1,22533,1,1 
item22534,1,22534,1,1 
item22535,1,22535,1,1 
item22536,1,22536,1,1 
item22537,1,22537,1,1 
item22538,1,22538,1,1 
item22539,1,22539,1,1 
item22540,1,22540,1,1 
item22541,1,22541,1,1 
item22542,1,22542,1,1 
item22543,1,22543,1,1 
item22544,1,22544,1,1 
item22545,1,22545,1,1 
item22546,1,22546,1,1 
item22547,1,22547,1,1 
item22548,1,22548,1,1 
item22549,1,22549,1,1 
item22550,1,22550,1,1 
item22551,1,22551,1,1 
item22552,1,22552,1,1 
item22553,1,22553,1,1 
item22554,1,22554,1,1 
item22555,1,22555,1,1 
item22556,1,22556,1,1 
item22557,1,22557,1,1 
item22558,1,22558,1,1 
item22559,1,22559,1,1 
item22560,1,22560,1,1 
item22561,1,22561,1,1 
item22562,1,22562,1,1 
item22563,1,22563,1,1 
item22564,1,22564,1,1 
item22565,1,22565,1,1 
item22566,1,22566,1,1 
item22567,1,22567,1,1 
item22568,1,22568,1,1 
item22569,1,22569,1,1 
item22570,1,22570,1,1 
item22571,1,22571,1,1 
item22572,1,22572,1,1 
item22573,1,22573,1,1 
item22574,1,22574,1,1 
item22575,1,22575,1,1 
item22576,1,22576,1,1 
item22577,1,22577,1,1 
item22578,1,22578,1,1 
item22579,1,22579,1,1 
item22580,1,22580,1,1 
item22581,1,22581,1,1 
item22582,1,22582,1,1 
item22583,1,22583,1,1 
item22584,1,22584,1,1 
item22585,1,22585,1,1 
item22586,1,22586,1,1 
item22587,1,22587,1,1 
item22588,1,22588,1,1 
item22589,1,22589,1,1 
item22590,1,22590,1,1 
item22591,1,22591,1,1 
item22592,1,22592,1,1 
item22593,1,22593,1,1 
item22594,1,22594,1,1 
item22595,1,22595,1,1 
item22596,1,22596,1,1 
item22597,1,22597,1,1 
item22598,1,22598,1,1 
item22599,1,22599,1,1 
item22600,1,22600,1,1 
item22601,1,22601,1,1 
item22602,1,22602,1,1 
item22603,1,22603,1,1 
item22604,1,22604,1,1 
item22605,1,22605,1,1 
item22606,1,22606,1,1 
item22607,1,22607,1,1 
item22608,1,22608,1,1 
item22609,1,22609,1,1 
item22610,1,22610,1,1 
item22611,1,22611,1,1 
item22612,1,22612,1,1 
item22613,1,22613,1,1 
item22614,1,22614,1,1 
item22615,1,22615,1,1 
item22616,1,22616,1,1 
item22617,1,22617,1,1 
item22618,1,22618,1,1 
item22619,1,22619,1,1 
item22620,1,22620,1,1 
item22621,1,22621,1,1 
item22622,1,22622,1,1 
item22623,1,22623,1,1 
item22624,1,22624,1,1 
item22625,1,22625,1,1 
item22626,1,22626,1,1 
item22627,1,22627,1,1 
item22628,1,22628,1,1 
item22629,1,22629,1,1 
item22630,1,22630,1,1 
item22631,1,22631,1,1 
item22632,1,22632,1,1 
item22633,1,22633,1,1 
item22634,1,22634,1,1 
item22635,1,22635,1,1 
item22636,1,22636,1,1 
item22637,1,22637,1,1 
item22638,1,22638,1,1 
item22639,1,22639,1,1 
item22640,1,22640,1,1 
item22641,1,22641,1,1 
item22642,1,22642,1,1 
item22643,1,22643,1,1 
item22644,1,22644,1,1 
item22645,1,22645,1,1 
item22646,1,22646,1,1 
item22647,1,22647,1,1 
item22648,1,22648,1,1 
item22649,1,22649,1,1 
item22650,1,22650,1,1 
item22651,1,22651,1,1 
item22652,1,22652,1,1 
item22653,1,22653,1,1 
item22654,1,22654,1,1 
item22655,1,22655,1,1 
item22656,1,22656,1,1 
item22657,1,22657,1,1 
item22658,1,22658,1,1 
item22659,1,22659,1,1 
item22660,1,22660,1,1 
item22661,1,22661,1,1 
item22662,1,22662,1,1 
item22663,1,22663,1,1 
item22664,1,22664,1,1 
item22665,1,22665,1,1 
item22666,1,22666,1,1 
item22667,1,22667,1,1 
item22668,1,22668,1,1 
item22669,1,22669,1,1 
item22670,1,22670,1,1 
item22671,1,22671,1,1 
item22672,1,22672,1,1 
item22673,1,22673,1,1 
item22674,1,22674,1,1 
item22675,1,22675,1,1 
item22676,1,22676,1,1 
item22677,1,22677,1,1 
item22678,1,22678,1,1 
item22679,1,22679,1,1 
item22680,1,22680,1,1 
item22681,1,22681,1,1 
item22682,1,22682,1,1 
item22683,1,22683,1,1 
item22684,1,22684,1,1 
item22685,1,22685,1,1 
item22686,1,22686,1,1 
item22687,1,22687,1,1 
item22688,1,22688,1,1 
item22689,1,22689,1,1 
item22690,1,22690,1,1 
item22691,1,22691,1,1 
item22692,1,22692,1,1 
item22693,1,22693,1,1 
item22694,1,22694,1,1 
item22695,1,22695,1,1 
item22696,1,22696,1,1 
item22697,1,22697,1,1 
item22698,1,22698,1,1 
item22699,1,22699,1,1 
item22700,1,22700,1,1 
item22701,1,22701,1,1 
item22702,1,22702,1,1 
item22703,1,22703,1,1 
item22704,1,22704,1,1 
item22705,1,22705,1,1 
item22706,1,22706,1,1 
item22707,1,22707,1,1 
item22708,1,22708,1,1 
item22709,1,22709,1,1 
item22710,1,22710,1,1 
item22711,1,22711,1,1 
item22712,1,22712,1,1 
item22713,1,22713,1,1 
item22714,1,22714,1,1 
item22715,1,22715,1,1 
item22716,1,22716,1,1 
item22717,1,22717,1,1 
item22718,1,22718,1,1 
item22719,1,22719,1,1 
item22720,1,22720,1,1 
item22721,1,22721,1,1 
item22722,1,22722,1,1 
item22723,1,22723,1,1 
item22724,1,22724,1,1 
item22725,1,22725,1,1 
item22726,1,22726,1,1 
item22727,1,22727,1,1 
item22728,1,22728,1,1 
item22729,1,22729,1,1 
item22730,1,22730,1,1 
item22731,1,22731,1,1 
item22732,1,22732,1,1 
item22733,1,22733,1,1 
item22734,1,22734,1,1 
item22735,1,22735,1,1 
item22736,1,22736,1,1 
item22737,1,22737,1,1 
item22738,1,22738,1,1 
item22739,1,22739,1,1 
item22740,1,22740,1,1 
item22741,1,22741,1,1 
item22742,1,22742,1,1 
item22743,1,22743,1,1 
item22744,1,22744,1,1 
item22745,1,22745,1,1 
item22746,1,22746,1,1 
item22747,1,22747,1,1 
item22748,1,22748,1,1 
item22749,1,22749,1,1 
item22750,1,22750,1,1 
item22751,1,22751,1,1 
item22752,1,22752,1,1 
item22753,1,22753,1,1 
item22754,1,22754,1,1 
item22755,1,22755,1,1 
item22756,1,22756,1,1 
item22757,1,22757,1,1 
item22758,1,22758,1,1 
item22759,1,22759,1,1 
item22760,1,22760,1,1 
item22761,1,22761,1,1 
item22762,1,22762,1,1 
item22763,1,22763,1,1 
item22764,1,22764,1,1 
item22765,1,22765,1,1 
item22766,1,22766,1,1 
item22767,1,22767,1,1 
item22768,1,22768,1,1 
item22769,1,22769,1,1 
item22770,1,22770,1,1 
item22771,1,22771,1,1 
item22772,1,22772,1,1 
item22773,1,22773,1,1 
item22774,1,22774,1,1 
item22775,1,22775,1,1 
item22776,1,22776,1,1 
item22777,1,22777,1,1 
item22778,1,22778,1,1 
item22779,1,22779,1,1 
item22780,1,22780,1,1 
item22781,1,22781,1,1 
item22782,1,22782,1,1 
item22783,1,22783,1,1 
item22784,1,22784,1,1 
item22785,1,22785,1,1 
item22786,1,22786,1,1 
item22787,1,22787,1,1 
item22788,1,22788,1,1 
item22789,1,22789,1,1 
item22790,1,22790,1,1 
item22791,1,22791,1,1 
item22792,1,22792,1,1 
item22793,1,22793,1,1 
item22794,1,22794,1,1 
item22795,1,22795,1,1 
item22796,1,22796,1,1 
item22797,1,22797,1,1 
item22798,1,22798,1,1 
item22799,1,22799,1,1 
item22800,1,22800,1,1 
item22801,1,22801,1,1 
item22802,1,22802,1,1 
item22803,1,22803,1,1 
item22804,1,22804,1,1 
item22805,1,22805,1,1 
item22806,1,22806,1,1 
item22807,1,22807,1,1 
item22808,1,22808,1,1 
item22809,1,22809,1,1 
item22810,1,22810,1,1 
item22811,1,22811,1,1 
item22812,1,22812,1,1 
item22813,1,22813,1,1 
item22814,1,22814,1,1 
item22815,1,22815,1,1 
item22816,1,22816,1,1 
item22817,1,22817,1,1 
item22818,1,22818,1,1 
item22819,1,22819,1,1 
item22820,1,22820,1,1 
item22821,1,22821,1,1 
item22822,1,22822,1,1 
item22823,1,22823,1,1 
item22824,1,22824,1,1 
item22825,1,22825,1,1 
item22826,1,22826,1,1 
item22827,1,22827,1,1 
item22828,1,22828,1,1 
item22829,1,22829,1,1 
item22830,1,22830,1,1 
item22831,1,22831,1,1 
item22832,1,22832,1,1 
item22833,1,22833,1,1 
item22834,1,22834,1,1 
item22835,1,22835,1,1 
item22836,1,22836,1,1 
item22837,1,22837,1,1 
item22838,1,22838,1,1 
item22839,1,22839,1,1 
item22840,1,22840,1,1 
item22841,1,22841,1,1 
item22842,1,22842,1,1 
item22843,1,22843,1,1 
item22844,1,22844,1,1 
item22845,1,22845,1,1 
item22846,1,22846,1,1 
item22847,1,22847,1,1 
item22848,1,22848,1,1 
item22849,1,22849,1,1 
item22850,1,22850,1,1 
item22851,1,22851,1,1 
item22852,1,22852,1,1 
item22853,1,22853,1,1 
item22854,1,22854,1,1 
item22855,1,22855,1,1 
item22856,1,22856,1,1 
item22857,1,22857,1,1 
item22858,1,22858,1,1 
item22859,1,22859,1,1 
item22860,1,22860,1,1 
item22861,1,22861,1,1 
item22862,1,22862,1,1 
item22863,1,22863,1,1 
item22864,1,22864,1,1 
item22865,1,22865,1,1 
item22866,1,22866,1,1 
item22867,1,22867,1,1 
item22868,1,22868,1,1 
item22869,1,22869,1,1 
item22870,1,22870,1,1 
item22871,1,22871,1,1 
item22872,1,22872,1,1 
item22873,1,22873,1,1 
item22874,1,22874,1,1 
item22875,1,22875,1,1 
item22876,1,22876,1,1 
item22877,1,22877,1,1 
item22878,1,22878,1,1 
item22879,1,22879,1,1 
item22880,1,22880,1,1 
item22881,1,22881,1,1 
item22882,1,22882,1,1 
item22883,1,22883,1,1 
item22884,1,22884,1,1 
item22885,1,22885,1,1 
item22886,1,22886,1,1 
item22887,1,22887,1,1 
item22888,1,22888,1,1 
item22889,1,22889,1,1 
item22890,1,22890,1,1 
item22891,1,22891,1,1 
item22892,1,22892,1,1 
item22893,1,22893,1,1 
item22894,1,22894,1,1 
item22895,1,22895,1,1 
item22896,1,22896,1,1 
item22897,1,22897,1,1 
item22898,1,22898,1,1 
item22899,1,22899,1,1 
item22900,1,22900,1,1 
item22901,1,22901,1,1 
item22902,1,22902,1,1 
item22903,1,22903,1,1 
item22904,1,22904,1,1 
item22905,1,22905,1,1 
item22906,1,22906,1,1 
item22907,1,22907,1,1 
item22908,1,22908,1,1 
item22909,1,22909,1,1 
item22910,1,22910,1,1 
item22911,1,22911,1,1 
item22912,1,22912,1,1 
item22913,1,22913,1,1 
item22914,1,22914,1,1 
item22915,1,22915,1,1 
item22916,1,22916,1,1 
item22917,1,22917,1,1 
item22918,1,22918,1,1 
item22919,1,22919,1,1 
item22920,1,22920,1,1 
item22921,1,22921,1,1 
item22922,1,22922,1,1 
item22923,1,22923,1,1 
item22924,1,22924,1,1 
item22925,1,22925,1,1 
item22926,1,22926,1,1 
item22927,1,22927,1,1 
item22928,1,22928,1,1 
item22929,1,22929,1,1 
item22930,1,22930,1,1 
item22931,1,22931,1,1 
item22932,1,22932,1,1 
item22933,1,22933,1,1 
item22934,1,22934,1,1 
item22935,1,22935,1,1 
item22936,1,22936,1,1 
item22937,1,22937,1,1 
item22938,1,22938,1,1 
item22939,1,22939,1,1 
item22940,1,22940,1,1 
item22941,1,22941,1,1 
item22942,1,22942,1,1 
item22943,1,22943,1,1 
item22944,1,22944,1,1 
item22945,1,22945,1,1 
item22946,1,22946,1,1 
item22947,1,22947,1,1 
item22948,1,22948,1,1 
item22949,1,22949,1,1 
item22950,1,22950,1,1 
item22951,1,22951,1,1 
item22952,1,22952,1,1 
item22953,1,22953,1,1 
item22954,1,22954,1,1 
item22955,1,22955,1,1 
item22956,1,22956,1,1 
item22957,1,22957,1,1 
item22958,1,22958,1,1 
item22959,1,22959,1,1 
item22960,1,22960,1,1 
item22961,1,22961,1,1 
item22962,1,22962,1,1 
item22963,1,22963,1,1 
item22964,1,22964,1,1 
item22965,1,22965,1,1 
item22966,1,22966,1,1 
item22967,1,22967,1,1 
item22968,1,22968,1,1 
item22969,1,22969,1,1 
item22970,1,22970,1,1 
item22971,1,22971,1,1 
item22972,1,22972,1,1 
item22973,1,22973,1,1 
item22974,1,22974,1,1 
item22975,1,22975,1,1 
item22976,1,22976,1,1 
item22977,1,22977,1,1 
item22978,1,22978,1,1 
